#FILE	NUM_FOUND	AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Im	ACI-1	ACT-27	ANT(3'')-IIa	ANT(6)-Ib	APH(2'')-IIa	APH(2'')-IVa	APH(2'')-Ig	APH(3'')-Ib	APH(3')-IIIa	APH(3')-Ia	APH(3')-VIIa	APH(6)-Id	Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin	Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin	CRP	Campylobacter_coli_chloramphenicol_acetyltransferase	CblA-1	CcrA_beta-lactamase	CfxA	CfxA2	CfxA3	CfxA4	CfxA5	CfxA6	Enterobacter_cloacae_acrA	EreD	ErmB	ErmF	ErmG	ErmQ	ErmX	Escherichia_coli_acrA	Escherichia_coli_ampC	Escherichia_coli_ampC1_beta-lactamase	Escherichia_coli_ampH	Escherichia_coli_emrE	Escherichia_coli_mdfA	H-NS	Klebsiella_pneumoniae_KpnF	Klebsiella_pneumoniae_KpnG	Mef(En2)	OXA-347	RlmA(II)	SAT-1	SAT-4	Tet(X4)	aad(6)	aadA5	aadS	acrB	acrD	acrE	acrF	acrS	bacA	baeR	baeS	catP	catS	cepA_beta-lactamase	cpxA	dfrA14	dfrA17	dfrF	emrA	emrB	emrK	emrR	emrY	eptA	evgA	evgS	gadW	gadX	kdpE	lnuC	lnuD	lsaC	macB	marA	mdtA	mdtB	mdtC	mdtE	mdtF	mdtG	mdtH	mdtM	mdtN	mdtO	mdtP	mel	mphA	mphB	msbA	npmA	patA	patB	pmrF	ramA	sul1	sul2	tet(40)	tet(A)	tet(B)	tet(G)	tet(L)	tet(W/N/W)	tet32	tet44	tetA(46)	tetB(46)	tetB(60)	tetM	tetO	tetQ	tetW	tetX	tolC	ugd	vanG	vanRG	vanTG	vanUG	vanWG	vanXD	vanXYG	yojI
SRS014979-card.tab	23	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	.	87.12	.	100.00	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	.	100.00	.	.	99.43	.	.	87.72	.	.	100.00	.
SRS014998-card.tab	22	.	.	.	.	.	.	.	.	81.43	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	.	92.78	.	100.00	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	91.64	84.69	100.00	.	.	.	.	.	87.72	.	.	.	.
SRS015190-card.tab	10	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.57	92.97	.	.	.	.	.	.	.	.	.	.	.
SRS015217-card.tab	15	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	98.53	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	94.95	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	99.71	.	.	.	.	.	.	.
SRS015246-card.tab	14	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	98.12	.	.	.	.	.	100.00	100.00	100.00	.	.	.	99.71	.	.	.	.	.	.	.
SRS015264-card.tab	18	.	.	.	.	.	.	80.33	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00;100.00	.	.	.	.	.	100.00	100.00;97.57	95.94	100.00	.	.	.	.	.	.	.	.	.	.
SRS015280-card.tab	17	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	86.25	96.09;100.00	.	.	.	.	.	100.00	83.59	100.00	100.00	.	.	.	.	.	.	.	.	.	.
SRS015369-card.tab	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	100.00	.	.	.	.	.	98.53	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.57	.	100.00	.	.	.	.	.	.	.	.	.	.
SRS015388-card.tab	11	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	100.00	.	.	.	.	.	98.53	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	90.14	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	98.59	100.00	.	.	.	.	.	.	.	.	.	.
SRS015431-card.tab	23	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00	100.00	.	.	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	.	84.48	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00;100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	85.89	93.59	100.00	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.
SRS015453-card.tab	21	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	96.58	100.00	.	.	.	.	.	98.53	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	.	100.00	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00;100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.26	.	.	.	.	.	.	.	.	.	.	99.43	.	.	.	.	88.28	.	100.00	.	.	.	.	100.00	96.20	100.00	100.00	.	.	.	.	.	.	.	.	.	.
SRS015486-card.tab	14	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	98.53	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	97.43	.	.	.	.	.	.	.	.	.	.
SRS015578-card.tab	17	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.28	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	88.89	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	90.14;100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	97.57	100.00	.	.	.	.	.	.	.	.	.	.	.
SRS015579-card.tab	15	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	98.53	91.39	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	82.32	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	86.68;88.30	.	.	.	.	.	.	.	.	.	.	.	.
SRS015663-card.tab	20	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	.	.	.	.	.	96.12	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	80.16	100.00	100.00	.	.	.	.	100.00	80.40;98.63	83.44	.	.	.	.	.	.	.	.	.	.	.
SRS015694-card.tab	13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00;100.00	.	.	.	.	.	.	98.53	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.38	.	.	.	.	.	100.00	81.10	100.00	.	.	.	.	.	.	.	.	.	.	.
SRS015782-card.tab	14	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	96.58	.	.	.	94.78	.	.	98.53	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.
SRS015890-card.tab	15	.	.	95.09	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	98.53	97.63	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	84.83;100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	97.58	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	.	.
SRS015912-card.tab	12	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	.	97.63	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00;90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	83.29	.	.	.	.	.	.	.	.	.	.	.	.	100.00	87.81	100.00	.	.	.	.	.	.	.	.	.	.
SRS015960-card.tab	13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.66	.	.	100.00	.	.	.	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00;90.03	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	84.22	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.
SRS016018-card.tab	14	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	98.53	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	97.57	99.17	97.43	.	.	.	.	.	.	.	.	.	.
SRS016056-card.tab	10	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00;96.58	.	.	.	.	.	.	.	99.88;100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	94.95	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.
SRS016095-card.tab	18	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	98.53	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00;90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.74	.	.	.	.	100.00	.	100.00	93.75	97.43	.	.	.	.	.	.	.	.	.	.
SRS016132-card.tab	12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	98.53	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	89.92;99.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	92.81	100.00	.	.	.	.	.	.	.	.	.	.
SRS016203-card.tab	13	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	82.03	.	.	.	.	.	.	100.00	100.00;99.95	.	100.00	.	.	.	.	.	.	.	.	.	.
SRS016267-card.tab	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00;100.00	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.
SRS016335-card.tab	24	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	100.00;100.00	.	.	.	.	.	100.00	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	99.80	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00;93.33	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	85.96	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	93.12	100.00	100.00	.	.	.	.	100.00	97.57	100.00	100.00	.	.	.	.	.	82.46	.	.	.	.
SRS016381-card.tab	13	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	95.60	98.56	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00;97.57	100.00	.	.	.	.	.	.	.	.	.	.	.
SRS016438-card.tab	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	82.46	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00;97.57	100.00	100.00	.	.	.	.	.	.	.	.	.	.
SRS016495-card.tab	19	.	.	.	.	.	.	.	.	.	.	81.51	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	89.92;100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	.	100.00	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	97.57	100.00	97.43	.	.	.	.	.	.	.	.	.	.
SRS016517-card.tab	18	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.31	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	92.75	.	.	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	85.52	.	.	.	.	.	100.00;89.92	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.26	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	97.43	.	.	.	.	.	.	.	.	.	.
SRS016585-card.tab	49	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	86.79	100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	97.57	.	.	99.60	100.00	.	.	.	.	.	.	.	100.00
SRS016629-card.tab	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.
SRS016753-card.tab	8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	92.88	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	81.06	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	97.16	100.00	.	.	.	.	.	.	.	.	.	.	.
SRS016840-card.tab	11	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	98.53	88.64	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	90.03	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00;89.49	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.57	100.00	99.74	.	.	.	.	.	.	.	.	.	.
SRS016897-card.tab	6	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	95.44	.	97.43	.	.	.	.	.	.	.	.	.	.
SRS016954-card.tab	14	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	98.53	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	88.94	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.
SRS016989-card.tab	13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	98.53	81.27	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	94.95	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	95.78	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.
SRS017103-card.tab	19	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.31	.	.	.	100.00	.	.	100.00	.	.	.	.	.	100.00	98.53	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	89.41	.	.	.	.	.	.	.	.	.	100.00	90.83	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	100.00	88.44	100.00	.	.	.	.	.	.	.	.	.	.
SRS017191-card.tab	51	.	.	.	.	80.25	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	100.00;100.00	.	.	.	.	.	.	98.53	85.02	.	.	.	100.00	100.00	99.54	.	100.00	100.00	98.07	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	99.76	100.00	.	.	.	100.00;90.03	100.00	.	.	94.95	100.00	100.00	100.00	96.05;100.00	100.00	100.00	100.00	94.35	100.00	100.00	100.00	.	.	.	.	100.00	89.66	.	.	100.00	100.00	.	.	83.94	100.00	100.00	100.00	.	.	86.79	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	100.00	97.57	82.81	.	99.60	.	.	.	.	.	.	.	.	99.45
SRS017247-card.tab	8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00;100.00	.	.	.	.	.	.	98.53	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.17	.	.	.	.	.	.	.	.	.	.	.
SRS017248-card.tab	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00;100.00	.	.	.	.	.	.	98.53	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.
